Food,File,Cost ($),Size (g),Unit Cost ($/g),Score,Glycemic Index,Gluten Free,Vegetarian,Dairy Free,Vegan,Nut Free,Sugar Free,Add Sug per 100 g,Sug Alc per 100 g,Allulose per 100 g,Lactose per 100 g,Gluten Protein %,Soluble Fiber %,Link
Powdered peanut butter,powdered-peanut-butter,12.11,679.20,0.01783,9.2,14,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0.0,0.0,0.0,0.0,0,15,https://amzn.to/4sgDH9S
Peanut Chili Salad Dressing,pb-dressing-100g,0.87,87.50,0.00994,5.5,31,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,3.0,0.0,0.0,0.0,0,18,/recipes/peanut-chili-salad-dressing
Skippy peanut butter,skippy,6.27,"1,132.00",0.00554,6.7,14,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,6.3,0.0,0.0,0.0,0,15,
Natural peanut butter,peanuts,2.48,454.00,0.00546,8.1,14,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0.0,0.0,0.0,0.0,0,15,/recipes/natural-peanut-butter
"Natural peanut butter, or tahini",peanuts,2.48,454.00,0.00546,8.1,14,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0.0,0.0,0.0,0.0,0,15,/recipes/natural-peanut-butter
Walden Farms Peanut Spread,wf-peanut,4.49,340.00,0.01321,5.0,0,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0.0,3.3,0.0,0.0,0,15,https://amzn.to/4ggGWuF
Peanuts,peanuts,2.48,454.00,0.00546,9.3,14,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0.0,0.0,0.0,0.0,0,15,
"Nuts, chopped",peanuts,2.48,454.00,0.00546,9.6,14,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0.0,0.0,0.0,0.0,0,15,
Almonds,almonds,3.99,454.00,0.00879,9.6,10,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0.0,0.0,0.0,0.0,0,15,
Almond meal,almonds,3.99,454.00,0.00879,9.6,10,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0.0,0.0,0.0,0.0,0,15,
Almond butter,almonds,3.99,454.00,0.00879,9.3,10,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0.0,0.0,0.0,0.0,0,15,/recipes/natural-peanut-butter
Almond flour,almonds,5.88,454.00,0.01295,9.5,10,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0.0,0.0,0.0,0.0,0,15,https://amzn.to/45muDao
Almond flour (or whole nuts),almonds,5.88,454.00,0.01295,9.5,10,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0.0,0.0,0.0,0.0,0,15,https://amzn.to/45muDao
Empanada/Pierogi Dough,af-empanada-dough,2.90,333.00,0.00871,5.7,17,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,0.0,0.0,0.0,1.2,0,15,/recipes/almond-flour-empanadas
Marzipan,marzipan,16.20,594.30,0.02726,5.2,70,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,36.3,0.0,0.0,0.0,0,15,https://amzn.to/4rZ0tTe
"Marzipan, homemade, with sugar",marzipan-sugar,2.88,377.00,0.00764,5.2,56,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,39.8,0.0,0.0,0.0,0,15,/recipes/chocolate-covered-marzipan#notes
"Marzipan, homemade, sugar free",marzipan-sf,4.32,377.00,0.01146,6.3,2,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0.0,39.8,0.0,0.0,0,15,/recipes/chocolate-covered-marzipan#notes
Sunflower kernels,sunflower-seeds,2.99,454.00,0.00659,9.4,20,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,15,https://amzn.to/4el1Qq5
Sunflower butter,sunflower-seeds,2.99,454.00,0.00659,9.4,20,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,15,/recipes/natural-peanut-butter
Sunflower seed butter,sunflower-seeds,2.99,454.00,0.00659,7.8,20,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,15,/recipes/natural-peanut-butter
Chia seeds,chia-seeds,9.97,998.80,0.00998,9.9,5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,15,https://amzn.to/4mwpWl9
"Psyllium husks, whole",psyllium-husk,7.99,339.60,0.02353,9.9,20,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,85,https://amzn.to/4vLldRa
High Fiber Psyllium Wrap,psyllium-wrap,0.25,80.00,0.00313,9.9,19,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,85,/recipes/psyllium-wrap
Ground flaxseed,ground-flaxseed,3.48,454.00,0.00767,9.7,35,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,15,https://amzn.to/43tlQlb
Hemp hearts,hemp-seeds,10.97,454.00,0.02416,9.5,15,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,15,https://amzn.to/4jnDTiH
Hemp seeds,hemp-seeds,10.97,454.00,0.02416,9.5,15,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,15,https://amzn.to/4jnDTiH
Pumpkin seeds,pumpkin-seeds,3.58,224.00,0.01598,9.4,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,15,https://amzn.to/44iBVKO
Pumpkin seed butter,pumpkin-seeds,3.58,224.00,0.01598,8.2,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,15,/recipes/natural-peanut-butter
Pistachios,pistachios,9.98,672.00,0.01485,9.3,18,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0.0,0.0,0.0,0.0,0,15,
Pistachio butter,pistachios,9.98,672.00,0.01485,8.1,18,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0.0,0.0,0.0,0.0,0,15,/recipes/natural-peanut-butter
Hazelnuts,hazelnuts,3.49,196.00,0.01781,9.1,15,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0.0,0.0,0.0,0.0,0,15,
Tahini,sesame-seeds,3.99,454.00,0.00879,9.0,20,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,15,/recipes/natural-peanut-butter
Nutella,classic-nutella,4.97,367.90,0.01351,2.9,30,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,51.4,0.0,0.0,4.0,0,15,https://amzn.to/48ZvAra
Single Serving Quick Nutella,quick-nutella-100g,0.49,54.00,0.00907,9.1,37,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0.0,0.0,0.0,0.0,0,15,/recipes/quick-nutella
Protein nutella,protein-nutella-100g,1.08,130.00,0.00831,9.3,19,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,0.0,0.0,0.0,1.9,0,15,/recipes/protein-nutella
"Tahini, or any other nut/seed butter",sesame-seeds,3.99,454.00,0.00879,9.0,20,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,15,/recipes/natural-peanut-butter
Cashews,cashews,9.74,764.10,0.01275,8.2,22,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0.0,0.0,0.0,0.0,0,15,
Cashew butter,cashews,9.74,764.10,0.01275,7.6,22,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0.0,0.0,0.0,0.0,0,15,/recipes/natural-peanut-butter
Macadamia nuts,macadamia-nuts,4.13,112.00,0.03688,8.6,10,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0.0,0.0,0.0,0.0,0,15,
Pine nuts,pine-nuts,6.92,112.00,0.06179,8.6,10,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0.0,0.0,0.0,0.0,0,15,
Unsweetened coconut flakes,coconut-flakes,2.64,196.00,0.01347,5.9,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,40,https://amzn.to/4kyFvXL
Coconut flour,coconut-flour,6.57,"1,008.00",0.00652,9.3,51,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,40,https://amzn.to/3SSE6zA
Pecans,pecans,9.87,454.00,0.02174,8.3,10,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0.0,0.0,0.0,0.0,0,15,
Walnuts,walnuts,5.98,454.00,0.01317,8.5,20,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0.0,0.0,0.0,0.0,0,15,
Walnut butter,walnuts,5.98,454.00,0.01317,7.9,20,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0.0,0.0,0.0,0.0,0,15,/recipes/natural-peanut-butter
Chicken,chicken-cooked,3.56,454.00,0.00784,8.5,0,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,0,
Whole chicken,whole-chicken-raw,0.99,454.00,0.00218,7.3,0,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,0,
Boneless skinless chicken breast,chicken-breast,2.67,454.00,0.00588,8.5,0,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,0,
Boneless skinless chicken thighs,chicken-thighs,3.48,454.00,0.00767,7.3,0,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,0,
Chicken thighs (either boneless skinless or bone-in skin-on),chicken-thighs,5.24,828.00,0.00633,7.3,0,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,0,
"Chicken thighs, bone in, skin on",thighs-with-skin,1.49,454.00,0.00328,7.3,0,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,0,
Chicken liver,chicken-liver,1.96,566.00,0.00346,8.0,0,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,0,
Chicken wings,wings,2.98,454.00,0.00656,5.6,0,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,0,
Shredded rotisserie chicken,shredded-chicken,4.50,681.00,0.00661,7.3,0,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,0,
Simple Shredded Chicken,shredded-chicken,5.35,621.00,0.00862,7.3,32,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,0,/recipes/shredded-chicken
Ground chicken thighs,chicken-thighs,3.42,454.00,0.00753,7.3,0,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,0,/misc/ground-chicken
Ground chicken breasts,chicken-breast,3.42,454.00,0.00753,8.5,0,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,0,/misc/ground-chicken
Ground chicken,chicken-thighs,3.42,454.00,0.00753,7.3,0,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,0,/misc/ground-chicken
"Ground turkey, 93/7",ground-turkey,3.99,454.00,0.00879,7.8,0,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,0,
Tomato Turkey Tacos,tomato-turkey-taco,7.68,630.00,0.01219,8.2,31,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,27,/recipes/tomato-turkey-taco
"Ground beef, 93/7",ground-beef,6.49,454.00,0.01430,7.8,0,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,0,
"Ground beef, 85/15",85-15-beef-100g,5.49,454.00,0.01209,7.1,0,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,0,
"Ground beef, 80/20",80-20-beef-100g,4.99,454.00,0.01099,6.7,0,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,0,
Protein Black Bean Burgers,bean-burger-pea-100g,5.07,780.00,0.00650,9.0,30,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,30,/recipes/black-bean-burger
High Protein Veggie Ground,veggie-ground-100g,14.44,"1,900.00",0.00760,9.4,32,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,0.0,0.0,0.0,0.0,50,30,/recipes/veggie-ground
Beef liver,liver,3.29,454.00,0.00725,8.0,0,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,0,
Beef top sirloin,steak,7.82,454.00,0.01722,7.3,0,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,0,
"Ham, cooked",ham-cooked,3.99,454.00,0.00879,7.4,28,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,0,
Pork tenderloin,pork-tenderloin,3.43,454.00,0.00756,8.2,0,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,0,
"Frozen raw shrimp, peeled and deveined",shrimp,4.68,339.60,0.01378,7.0,0,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,0,https://amzn.to/4kpECB6
"Frozen cooked shrimp, peeled and deveined",shrimp,5.47,339.60,0.01611,7.0,0,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,0,https://amzn.to/3FBnSHY
Salmon,salmon,13.98,908.00,0.01540,8.3,0,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,0,
Canned salmon,salmon-can,2.00,85.00,0.02353,8.3,0,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,0,https://amzn.to/3HfjlLU
Smoked salmon,smoked-salmon,5.00,227.00,0.02203,8.3,0,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,0,https://amzn.to/4w8PbOa
"Sardines, in water",sardine,1.07,105.00,0.01019,7.9,0,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,0,https://amzn.to/4mA8XOU
Clams,clam,2.32,182.00,0.01275,7.0,0,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,0,https://amzn.to/3FH9D4G
Clam juice,clam-juice,1.69,227.00,0.00744,3.5,0,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,40,https://amzn.to/45aW8o9
"Anchovies, canned",anchovy,1.69,56.60,0.02986,5.3,0,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,0,https://amzn.to/43OmNGa
Tilapia,tilapia,10.78,908.00,0.01187,8.9,0,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,0,
"Tuna, in water",tuna,3.28,452.80,0.00724,9.1,0,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,0,https://amzn.to/3Z2YhhM
Creatine Monohydrate,creatine,14.39,500.00,0.02878,0.0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,0,https://amzn.to/4qJC2tw
Lactase enzyme,lactase,16.95,500.00,0.03390,0.0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,0,https://amzn.to/43ycqF2
Sodium Chloride,salt,1.87,454.00,0.00412,0.0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,0,https://amzn.to/43xsRBI
Potassium Chloride,kcl,16.91,908.00,0.01862,0.0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,0,https://amzn.to/3P2NFNU
Magnesium Malate,magnesium-malate,12.57,100.00,0.12570,0.0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,0,https://amzn.to/4jl3nx0
Magnesium Glycinate,magnesium-glycinate,17.95,250.00,0.07180,0.0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,0,https://amzn.to/43lbOE5
True Lime,true-lime,5.51,80.00,0.06888,0.0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,0,https://amzn.to/4wuq6NI
True Lemon,true-lemon,5.89,80.00,0.07363,0.0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,0,https://amzn.to/4gcPtxH
True Grapefruit,true-grapefruit,3.18,25.60,0.12422,0.0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,0,https://amzn.to/4wPNi9H
"Electrolyte mix, base",electrolyte-base-100g,5.43,181.20,0.02997,0.0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,0,/recipes/homemade-electrolyte-powder
Citric acid,citric-acid,9.49,908.00,0.01045,0.0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,40,https://amzn.to/3WEWlKL
Nutricost Electrolyte Mix,electrolyte-mix,17.95,341.00,0.05264,0.0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,0,https://amzn.to/3FxWcDZ
Electrolyte mix,electrolyte-mix,17.95,341.00,0.05264,0.0,68,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,0,https://amzn.to/4layTR1
Homemade electrolyte mix,lmnt-glycinate,1.95,98.20,0.01986,0.0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,40,/recipes/electrolyte-powder
"Homemade electrolyte mix, citrate",lmnt-citrate,1.63,102.60,0.01589,0.0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,40,/recipes/electrolyte-powder
"Homemade electrolyte mix, glycinate",lmnt-glycinate,1.95,98.20,0.01986,0.0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,40,/recipes/electrolyte-powder
Inulin,inulin,49.99,"1,816.00",0.02753,9.9,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,100,https://amzn.to/47w8h7R
High Fiber Inulin Syrup,inulin-syrup,1.74,160.00,0.01088,0.0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,100,/recipes/inulin-syrup
Chicken bouillon powder,bouillon-powder,5.98,896.00,0.00667,0.0,41,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,0,https://amzn.to/3Hco5lz
Bouillon powder,bouillon-powder,5.98,896.00,0.00667,0.0,41,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,0,
Low sodium chicken broth,chicken-broth,0.69,454.00,0.00151,0.0,0,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,0,
Low sodium vegetable broth,veggie-broth,1.79,960.00,0.00186,0.0,39,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,30,
Vegetable broth,veggie-broth,1.79,960.00,0.00186,0.0,39,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,30,
Chicken bone broth,bone-broth,1.37,905.60,0.00151,0.0,0,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,0,/misc/slow-cooker-chicken
Broth,bone-broth,1.37,905.60,0.00151,0.0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,0,/misc/slow-cooker-chicken
Better Than Bouillon,better-than-bouillon,4.82,226.40,0.02129,0.0,14,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,21.0,0.0,0.0,0.0,0,0,https://amzn.to/3TbDFnv
"Quest Protein Cookie, storebought",store-quest-cookie-100g,24.99,708.00,0.03530,4.0,4,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,0.0,13.6,0.0,0.0,0,100,https://amzn.to/3YppdYq
"Quest Protein Cookie, homemade",homemade-quest-cookie-100g,1.20,80.00,0.01500,7.6,4,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,0.0,11.3,0.0,0.0,0,100,/recipes/copycat-quest-cookie
